id,updated_at,name,lat,long,nb_bikes,nb_empty_docks,installed,locked,temporary
562,2013-07-02T09:50:32-0700,Bury Place,51.51746,-0.12335,11,10,true,false,false
562,2013-07-02T10:00:15-0700,Bury Place,51.51746,-0.12335,10,11,true,false,false
562,2013-07-02T10:10:51-0700,Bury Place,51.51746,-0.12335,8,13,true,false,false
562,2013-07-02T10:20:33-0700,Bury Place,51.51746,-0.12335,8,13,true,false,false
562,2013-07-02T10:30:13-0700,Bury Place,51.51746,-0.12335,8,13,true,false,false
562,2013-07-02T10:40:31-0700,Bury Place,51.51746,-0.12335,7,14,true,false,false
562,2013-07-02T10:50:53-0700,Bury Place,51.51746,-0.12335,6,15,true,false,false
562,2013-07-02T11:00:31-0700,Bury Place,51.51746,-0.12335,3,18,true,false,false
562,2013-07-02T11:10:55-0700,Bury Place,51.51746,-0.12335,7,14,true,false,false
562,2013-07-02T11:20:53-0700,Bury Place,51.51746,-0.12335,6,15,true,false,false
562,2013-07-02T11:30:19-0700,Bury Place,51.51746,-0.12335,3,18,true,false,false
562,2013-07-02T11:40:34-0700,Bury Place,51.51746,-0.12335,3,18,true,false,false
562,2013-07-02T11:50:33-0700,Bury Place,51.51746,-0.12335,3,18,true,false,false
562,2013-07-02T12:00:41-0700,Bury Place,51.51746,-0.12335,3,18,true,false,false
562,2013-07-02T12:10:34-0700,Bury Place,51.51746,-0.12335,3,18,true,false,false
562,2013-07-02T12:20:38-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T12:30:30-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T12:40:42-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T12:50:28-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T13:00:16-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T13:10:34-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T13:20:32-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T13:30:17-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T13:40:27-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T13:50:49-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T14:00:15-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T14:10:33-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T14:20:26-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T14:30:08-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T14:40:33-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T14:50:26-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T15:00:22-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T15:10:36-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T15:20:32-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T15:30:31-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T15:40:38-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T15:50:35-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T16:00:23-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T16:10:43-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T16:20:39-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T16:30:39-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T16:40:35-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T16:50:36-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T17:00:20-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T17:10:38-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T17:20:39-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T17:30:13-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T17:40:33-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T17:50:33-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T18:00:14-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T18:10:31-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T18:20:29-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T18:30:28-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T18:40:28-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
562,2013-07-02T18:50:28-0700,Bury Place,51.51746,-0.12335,0,21,true,false,false
